source,target,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,curation_effort,references,sources,type,references_stripped,n_references,n_sources,n_primary_sources,category_intercell_source,parent_intercell_source,database_intercell_source,scope_intercell_source,aspect_intercell_source,category_source_intercell_source,uniprot_intercell_source,genesymbol_intercell_source,entity_type_intercell_source,consensus_score_intercell_source,transmitter_intercell_source,receiver_intercell_source,secreted_intercell_source,plasma_membrane_transmembrane_intercell_source,plasma_membrane_peripheral_intercell_source,category_intercell_target,parent_intercell_target,database_intercell_target,scope_intercell_target,aspect_intercell_target,category_source_intercell_target,uniprot_intercell_target,genesymbol_intercell_target,entity_type_intercell_target,consensus_score_intercell_target,transmitter_intercell_target,receiver_intercell_target,secreted_intercell_target,plasma_membrane_transmembrane_intercell_target,plasma_membrane_peripheral_intercell_target
P35318,Q9C098,False,False,False,False,False,1,Cellinker:30139742,Cellinker,post_translational,30139742,1,1,1,ligand,ligand,,generic,functional,resource_specific,P35318,ADM,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9C098,DCLK3,protein,2,False,True,False,False,False
Q7Z4H4,Q9C098,False,False,False,False,False,1,Cellinker:30139742,Cellinker,post_translational,30139742,1,1,1,ligand,ligand,,generic,functional,resource_specific,Q7Z4H4,ADM2,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9C098,DCLK3,protein,2,False,True,False,False,False
P06881,Q9C098,False,False,False,False,False,1,Cellinker:30139742,Cellinker,post_translational,30139742,1,1,1,ligand,ligand,,generic,functional,resource_specific,P06881,CALCA,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9C098,DCLK3,protein,2,False,True,False,False,False
P01258,Q9C098,False,False,False,False,False,1,Cellinker:30139742,Cellinker,post_translational,30139742,1,1,1,ligand,ligand,,generic,functional,resource_specific,P01258,CALCA,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9C098,DCLK3,protein,2,False,True,False,False,False
P35318,COMPLEX:O60895_Q16602,False,False,False,False,False,1,Baccin2019:10342881,Baccin2019,post_translational,10342881,1,1,1,ligand,ligand,,generic,functional,resource_specific,P35318,ADM,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:O60895_Q16602,COMPLEX:CALCRL_RAMP2,complex,13,False,True,False,True,False
P06881,COMPLEX:O60895_Q16602,False,False,False,False,False,1,ICELLNET:9620797,ICELLNET,post_translational,9620797,1,1,1,ligand,ligand,,generic,functional,resource_specific,P06881,CALCA,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:O60895_Q16602,COMPLEX:CALCRL_RAMP2,complex,13,False,True,False,True,False
P06881,COMPLEX:O60894_Q16602,False,False,False,False,False,1,ICELLNET:9620797,ICELLNET,post_translational,9620797,1,1,1,ligand,ligand,,generic,functional,resource_specific,P06881,CALCA,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:O60894_Q16602,COMPLEX:CALCRL_RAMP1,complex,12,False,True,False,True,False
P06881,COMPLEX:O60896_Q16602,False,False,False,False,False,1,ICELLNET:9620797,ICELLNET,post_translational,9620797,1,1,1,ligand,ligand,,generic,functional,resource_specific,P06881,CALCA,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:O60896_Q16602,COMPLEX:CALCRL_RAMP3,complex,10,False,True,False,True,False
Q9ULZ1,P35414,True,False,True,True,False,35,Baccin2019:10617103;Baccin2019:10777510;Baccin2019:11336787;Baccin2019:12603839;Baccin2019:12939143;Baccin2019:15341513;Baccin2019:9792798;CellTalkDB:10617103;Guide2Pharma:10777510;Guide2Pharma:11336787;Guide2Pharma:12603839;Guide2Pharma:12939143;Guide2Pharma:15341513;HPMR:10802050;HPMR:9792798;HPRD:12603839;LRdb:10617103;LRdb:10777510;LRdb:11336787;LRdb:12603839;LRdb:12939143;LRdb:15341513;LRdb:9792798;connectomeDB2020:10617103;connectomeDB2020:10777510;connectomeDB2020:11336787;connectomeDB2020:12603839;connectomeDB2020:12939143;connectomeDB2020:15341513;connectomeDB2020:9792798;scConnect:10777510;scConnect:11336787;scConnect:12603839;scConnect:12939143;scConnect:15341513,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10617103;10777510;10802050;11336787;12603839;12939143;15341513;9792798,8,25,15,ligand,ligand,,generic,functional,resource_specific,Q9ULZ1,APLN,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P35414,APLNR,protein,17,False,True,False,True,False
P0DMC3,P35414,True,False,True,True,False,10,CellChatDB:25995451;CellTalkDB:28663440;Cellinker:25995451;Cellinker:29079036;Cellinker:29357134;Guide2Pharma:25995451;connectomeDB2020:25639753;connectomeDB2020:26611206;connectomeDB2020:28137936;scConnect:25995451,CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Guide2Pharma;Guide2Pharma_CellPhoneDB;connectomeDB2020;scConnect,post_translational,25639753;25995451;26611206;28137936;28663440;29079036;29357134,7,8,7,ligand,ligand,,generic,functional,resource_specific,P0DMC3,APELA,protein,9,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P35414,APLNR,protein,17,False,True,False,True,False
Q9ULZ1,P46091,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,Q9ULZ1,APLN,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46091,CMKLR2,protein,16,False,True,False,False,False
Q99969,P46091,True,False,True,True,False,15,Baccin2019:18165312;Baccin2019:23396314;CellChatDB:24671882;CellTalkDB:18165312;Cellinker:18165312;Cellinker:23396314;Cellinker:24671882;Guide2Pharma:18165312;Guide2Pharma:23396314;LRdb:18165312;LRdb:23;connectomeDB2020:18165312;connectomeDB2020:23396314;scConnect:18165312;scConnect:23396314,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;scConnect;talklr,post_translational,18165312;23;23396314;24671882,4,19,13,ligand,ligand,,generic,functional,resource_specific,Q99969,RARRES2,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46091,CMKLR2,protein,16,False,True,False,False,False
P01019,P04201,True,False,True,True,False,6,Baccin2019:1282979212829790;Cellinker:12829792;HPMR:12829792;HPRD:12829792;LRdb:12829792;connectomeDB2020:12829792,Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,post_translational,12829792;1282979212829790,2,20,13,ligand,ligand,,generic,functional,resource_specific,P01019,AGT,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P04201,MAS1,protein,17,False,True,False,True,False
P08949,P28336,True,False,True,True,False,36,Baccin2019:10454496;Baccin2019:10544247;Baccin2019:15169928;Baccin2019:7838118;Baccin2019:8253343;Baccin2019:8392057;CellTalkDB:10544247;Cellinker:10454496;Cellinker:10544247;Cellinker:15169928;Cellinker:7838118;Cellinker:8253343;Cellinker:8392057;Guide2Pharma:18055507;Guide2Pharma:21729729;Guide2Pharma:25976083;HPMR:15169928;HPRD:10544247;HPRD:8253343;HPRD:8392057;LRdb:10454496;LRdb:10544247;LRdb:15169928;LRdb:7838118;LRdb:8253343;LRdb:8392057;SIGNOR:11313903;connectomeDB2020:10454496;connectomeDB2020:10544247;connectomeDB2020:15169928;connectomeDB2020:7838118;connectomeDB2020:8253343;connectomeDB2020:8392057;scConnect:18055507;scConnect:21729729;scConnect:25976083,Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10454496;10544247;11313903;15169928;18055507;21729729;25976083;7838118;8253343;8392057,10,27,16,ligand,ligand,,generic,functional,resource_specific,P08949,NMB,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P28336,NMBR,protein,17,False,True,False,True,False
P07492,P28336,False,False,False,False,False,5,CellTalkDB:10545285;LRdb:10545285;Ramilowski2015:10545285;connectomeDB2020:10545285;talklr:10545285,Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr,post_translational,10545285,1,11,8,ligand,ligand,,generic,functional,resource_specific,P07492,GRP,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P28336,NMBR,protein,17,False,True,False,True,False
P08949,P30550,True,False,True,True,False,27,Baccin2019:10454496;Baccin2019:1720612;Baccin2019:19463875;Baccin2019:21729729;Baccin2019:7838118;CellTalkDB:10454496;Cellinker:10454496;Cellinker:1720612;Cellinker:19463875;Cellinker:21729729;Cellinker:7838118;Guide2Pharma:10454496;Guide2Pharma:7838118;LRdb:10454496;LRdb:1720612;LRdb:19463875;LRdb:21729729;LRdb:7838118;connectomeDB2020:10454496;connectomeDB2020:1720612;connectomeDB2020:19463875;connectomeDB2020:21729729;connectomeDB2020:7838118;scConnect:10454496;scConnect:19463875;scConnect:21729729;scConnect:7838118,Baccin2019;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10454496;1720612;19463875;21729729;7838118,5,19,11,ligand,ligand,,generic,functional,resource_specific,P08949,NMB,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P30550,GRPR,protein,17,False,True,False,True,False
P07492,P30550,True,False,True,True,False,26,Baccin2019:10454496;Baccin2019:1720612;Baccin2019:19463875;Baccin2019:7838118;CellTalkDB:19463875;Cellinker:10454496;Cellinker:1720612;Cellinker:19463875;Cellinker:7838118;Guide2Pharma:10454496;Guide2Pharma:21729729;Guide2Pharma:7838118;HPRD:7838118;LRdb:10454496;LRdb:1720612;LRdb:19463875;LRdb:7838118;SIGNOR:17251915;connectomeDB2020:10454496;connectomeDB2020:1720612;connectomeDB2020:19463875;connectomeDB2020:7838118;scConnect:10454496;scConnect:19463875;scConnect:21729729;scConnect:7838118,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10454496;1720612;17251915;19463875;21729729;7838118,6,28,16,ligand,ligand,,generic,functional,resource_specific,P07492,GRP,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P30550,GRPR,protein,17,False,True,False,True,False
P08949,P32247,False,False,False,False,False,4,LRdb:9920658;Ramilowski2015:9920658;connectomeDB2020:9920658;talklr:9920658,Baccin2019;CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr,post_translational,9920658,1,10,7,ligand,ligand,,generic,functional,resource_specific,P08949,NMB,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32247,BRS3,protein,13,False,True,False,True,False
P07492,P32247,True,False,True,True,False,5,CellTalkDB:11112777;LRdb:11112777;Ramilowski2015:11112777;connectomeDB2020:11112777;talklr:11112777,Baccin2019;CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,11112777,1,11,8,ligand,ligand,,generic,functional,resource_specific,P07492,GRP,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P32247,BRS3,protein,13,False,True,False,True,False
P07492,P0DMV8,True,False,True,True,False,0,,Wang,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P07492,GRP,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P0DMV8,HSPA1A,protein,1,False,True,True,False,False
O95393,COMPLEX:P27037_P37023,False,False,False,False,False,8,CellChatDB:25620979;CellChatDB:26893264;Cellinker:16049014;Cellinker:17068149;Cellinker:26893264;Cellinker:27252362;Cellinker:30246252;ICELLNET:17878607,CellChatDB;Cellinker;HPMR_Cellinker;ICELLNET,post_translational,16049014;17068149;17878607;25620979;26893264;27252362;30246252,7,4,3,ligand,ligand,,generic,functional,resource_specific,O95393,BMP10,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:P27037_P37023,COMPLEX:ACVR2A_ACVRL1,complex,15,False,True,False,True,False
Q9UK05,COMPLEX:P27037_P37023,False,False,False,False,False,8,CellChatDB:26893264;Cellinker:17068149;Cellinker:26047946;Cellinker:26893264;Cellinker:27252362;Cellinker:30761306;ICELLNET:22710174;ICELLNET:27481709,CellChatDB;Cellinker;HPMR_Cellinker;ICELLNET,post_translational,17068149;22710174;26047946;26893264;27252362;27481709;30761306,7,4,3,ligand,ligand,,generic,functional,resource_specific,Q9UK05,GDF2,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:P27037_P37023,COMPLEX:ACVR2A_ACVRL1,complex,15,False,True,False,True,False
O95393,COMPLEX:P37023_Q13705,False,False,False,False,False,1,ICELLNET:17878607,ICELLNET,post_translational,17878607,1,1,1,ligand,ligand,,generic,functional,resource_specific,O95393,BMP10,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:P37023_Q13705,COMPLEX:ACVR2B_ACVRL1,complex,15,False,True,False,True,False
Q9UK05,COMPLEX:P37023_Q13705,False,False,False,False,False,2,ICELLNET:22710174;ICELLNET:27481709,ICELLNET,post_translational,22710174;27481709,2,1,1,ligand,ligand,,generic,functional,resource_specific,Q9UK05,GDF2,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:P37023_Q13705,COMPLEX:ACVR2B_ACVRL1,complex,15,False,True,False,True,False
O95393,COMPLEX:P37023_Q13873,False,False,False,False,False,7,CellChatDB:25620979;CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:16049014;Cellinker:26893264;Cellinker:27252362;ICELLNET:17878607,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;DLRP_Cellinker;HPMR_Cellinker;ICELLNET,post_translational,16049014;17878607;22710174;25620979;26893264;27252362,6,7,4,ligand,ligand,,generic,functional,resource_specific,O95393,BMP10,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:P37023_Q13873,COMPLEX:ACVRL1_BMPR2,complex,16,False,True,False,True,False
Q9UK05,COMPLEX:P37023_Q13873,False,False,False,False,False,6,CellChatDB:26893264;CellPhoneDB:22710174;Cellinker:26893264;Cellinker:27252362;ICELLNET:22710174;ICELLNET:27481709,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET,post_translational,22710174;26893264;27252362;27481709,4,5,4,ligand,ligand,,generic,functional,resource_specific,Q9UK05,GDF2,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:P37023_Q13873,COMPLEX:ACVRL1_BMPR2,complex,16,False,True,False,True,False
O95393,Q14943,False,False,False,False,False,0,,CellPhoneDB;IMEx_CellPhoneDB;IntAct_CellPhoneDB,post_translational,,,3,1,ligand,ligand,,generic,functional,resource_specific,O95393,BMP10,protein,19,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q14943,KIR3DS1,protein,6,False,True,False,True,False
P01889,Q14943,True,False,True,True,False,1,HPRD:12134147,HPRD;Wang,post_translational,12134147,1,2,2,ligand,ligand,,generic,functional,resource_specific,P01889,HLA-B,protein,6,True,False,False,True,False,receptor,receptor,,generic,functional,resource_specific,Q14943,KIR3DS1,protein,6,False,True,False,True,False
P30511,Q14943,False,False,False,False,False,4,CellChatDB:28484462;Cellinker:27455421;IntAct:27455421;IntAct:27649529,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;IntAct,post_translational,27455421;27649529;28484462,3,5,4,ligand,ligand,,generic,functional,resource_specific,P30511,HLA-F,protein,2,True,False,False,True,False,receptor,receptor,,generic,functional,resource_specific,Q14943,KIR3DS1,protein,6,False,True,False,True,False
P01042,P46663,True,False,True,True,False,22,CellTalkDB:8856107;Cellinker:10422787;Cellinker:8063797;Cellinker:9111052;Cellinker:9313952;Guide2Pharma:10422787;Guide2Pharma:8735629;Guide2Pharma:9111052;Guide2Pharma:9313952;HPMR:8063797;LRdb:10422787;LRdb:8063797;LRdb:9111052;LRdb:9313952;connectomeDB2020:10422787;connectomeDB2020:8063797;connectomeDB2020:9111052;connectomeDB2020:9313952;scConnect:10422787;scConnect:8735629;scConnect:9111052;scConnect:9313952,CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,10422787;8063797;8735629;8856107;9111052;9313952,6,23,14,ligand,ligand,,generic,functional,resource_specific,P01042,KNG1,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P46663,BDKRB1,protein,17,False,True,False,True,False
P01042,COMPLEX:P07359_P13224_P14770_P40197,True,False,True,True,False,1,SIGNOR:25297919,SIGNOR,post_translational,25297919,1,1,1,ligand,ligand,,generic,functional,resource_specific,P01042,KNG1,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:P07359_P13224_P14770_P40197,COMPLEX:GP1BA_GP1BB_GP5_GP9,complex,2,False,True,False,True,False
P04275,COMPLEX:P07359_P13224_P14770_P40197,True,False,True,True,False,1,SIGNOR:25297919,CellChatDB;SIGNOR,post_translational,25297919,1,2,2,ligand,ligand,,generic,functional,resource_specific,P04275,VWF,protein,10,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,COMPLEX:P07359_P13224_P14770_P40197,COMPLEX:GP1BA_GP1BB_GP5_GP9,complex,2,False,True,False,True,False
P01042,Q8TDU9,False,False,False,False,False,5,CellTalkDB:14530218;Cellinker:14530218;HPRD:14530218;LRdb:14530218;connectomeDB2020:14530218,CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,post_translational,14530218,1,11,8,ligand,ligand,,generic,functional,resource_specific,P01042,KNG1,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q8TDU9,RXFP4,protein,18,False,True,False,True,False
P04808,Q8TDU9,False,False,False,False,False,0,,CellChatDB,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P04808,RLN1,protein,14,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q8TDU9,RXFP4,protein,18,False,True,False,True,False
Q8WXF3,Q8TDU9,True,False,True,True,False,17,CellTalkDB:14522967;Cellinker:14522967;Cellinker:25761609;Cellinker:27888281;Guide2Pharma:14522967;Guide2Pharma:17606621;Guide2Pharma:18582868;HPMR:14522967;HPMR:15367576;HPRD:14522967;LMPID:24802387;LRdb:14522967;connectomeDB2020:14522967;scConnect:14522967;scConnect:15525639;scConnect:17606621;scConnect:18582868,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LMPID;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,14522967;15367576;15525639;17606621;18582868;24802387;25761609;27888281,8,27,16,ligand,ligand,,generic,functional,resource_specific,Q8WXF3,RLN3,protein,15,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q8TDU9,RXFP4,protein,18,False,True,False,True,False
P51460,Q8TDU9,False,False,False,False,False,0,,CellChatDB,post_translational,,,1,1,ligand,ligand,,generic,functional,resource_specific,P51460,INSL3,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q8TDU9,RXFP4,protein,18,False,True,False,True,False
Q9Y5Q6,Q8TDU9,True,False,True,True,False,23,Baccin2019:1546592515525630;CellTalkDB:15465925;Cellinker:15465925;Cellinker:15525639;Cellinker:25761609;Cellinker:27888281;Guide2Pharma:15525639;Guide2Pharma:18582868;Guide2Pharma:18682868;Guide2Pharma:22257012;Guide2Pharma:24188028;Guide2Pharma:26824523;LRdb:15465925;LRdb:16;connectomeDB2020:15465925;connectomeDB2020:15525639;scConnect:15525639;scConnect:18582868;scConnect:18682868;scConnect:22257012;scConnect:24188028;scConnect:26824523;scConnect:27243554,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr,post_translational,15465925;1546592515525630;15525639;16;18582868;18682868;22257012;24188028;25761609;26824523;27243554;27888281,12,23,14,ligand,ligand,,generic,functional,resource_specific,Q9Y5Q6,INSL5,protein,16,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q8TDU9,RXFP4,protein,18,False,True,False,True,False
P01042,P07359,False,False,False,False,False,4,CellTalkDB:9269768;HPRD:9269768;LRdb:9269768;connectomeDB2020:9269768,CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr,post_translational,9269768,1,10,7,ligand,ligand,,generic,functional,resource_specific,P01042,KNG1,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P07359,GP1BA,protein,11,False,True,False,True,False
P04275,P07359,True,False,True,True,False,24,Baccin2019:12087105;Baccin2019:12183630;Baccin2019:6336654;BioGRID:12183630;BioGRID:2690940;BioGRID:7690774;CellTalkDB:12183630;Cellinker:12087105;Cellinker:12183630;Cellinker:19286885;Cellinker:6336654;HPRD:12087105;HPRD:12183630;HPRD:6336654;IntAct:12183630;IntAct:15039442;LRdb:12087105;LRdb:12183630;LRdb:6336654;Lit-BM-17:12183630;Lit-BM-17:15039442;connectomeDB2020:12087105;connectomeDB2020:12183630;connectomeDB2020:6336654,Baccin2019;BioGRID;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,post_translational,12087105;12183630;15039442;19286885;2690940;6336654;7690774,7,19,14,ligand,ligand,,generic,functional,resource_specific,P04275,VWF,protein,10,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P07359,GP1BA,protein,11,False,True,False,True,False
P07996,P07359,False,False,False,False,False,1,Cellinker:19286885,Cellinker,post_translational,19286885,1,1,1,ligand,ligand,,generic,functional,resource_specific,P07996,THBS1,protein,8,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P07359,GP1BA,protein,11,False,True,False,True,False
P01042,Q9NPY3,False,False,False,False,False,7,CellTalkDB:12213329;Cellinker:12213329;Cellinker:8710908;HPRD:12213329;HPRD:8710908;LRdb:12213329;LRdb:87,CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;iTALK;talklr,post_translational,12213329;87;8710908,3,11,7,ligand,ligand,,generic,functional,resource_specific,P01042,KNG1,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPY3,CD93,protein,12,False,True,False,True,False
Q9H8L6,Q9NPY3,False,False,False,False,False,1,connectomeDB2020:28671670,connectomeDB2020,post_translational,28671670,1,1,1,ligand,ligand,,generic,functional,resource_specific,Q9H8L6,MMRN2,protein,1,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q9NPY3,CD93,protein,12,False,True,False,True,False
P01042,Q8IZ08,True,False,True,True,False,7,Cellinker:1374385;Cellinker:14530218;HPMR:1374385;LRdb:14;LRdb:14530218;connectomeDB2020:1374385;connectomeDB2020:14530218,Cellinker;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,post_translational,1374385;14;14530218,3,12,8,ligand,ligand,,generic,functional,resource_specific,P01042,KNG1,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,Q8IZ08,GPR135,protein,11,False,True,False,True,False
P01042,P08311,False,True,True,False,True,1,HPRD:11920276,HPRD;Wang,post_translational,11920276,1,2,2,ligand,ligand,,generic,functional,resource_specific,P01042,KNG1,protein,13,True,False,True,False,False,receptor,receptor,,generic,functional,resource_specific,P08311,CTSG,protein,2,False,True,False,False,False
